"annotation_id","annotator","caption","created_at","id","image","lead_time","updated_at","video_id"
321,"1","Gather the supplies for the NG tube insertion","2025-08-11T01:57:46.554068Z",180,"/data/upload/1/dd01749a-frame_0000.jpg",55.885,"2025-08-11T01:57:46.554083Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
322,"1","Gather the supplies for the NG tube insertion","2025-08-11T01:58:29.333802Z",181,"/data/upload/1/f2015cb9-frame_0001.jpg",34.116,"2025-08-11T01:58:29.333824Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
323,"1","For our supplies we will need our ng tube (Nasogastric tube)","2025-08-11T01:59:39.168534Z",182,"/data/upload/1/3d387de9-frame_0002.jpg",68.747,"2025-08-11T01:59:39.168552Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
324,"1","For our supplies we will need our ng tube (Nasogastric tube)","2025-08-11T02:02:23.320698Z",183,"/data/upload/1/2119fdca-frame_0003.jpg",8.818,"2025-08-11T02:02:23.320720Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
325,"1","some tissue papers","2025-08-11T02:03:48.420211Z",184,"/data/upload/1/17c98cde-frame_0004.jpg",83.306,"2025-08-11T02:03:48.420227Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
326,"1","A chux pad ","2025-08-11T02:04:47.863839Z",185,"/data/upload/1/3d607437-frame_0005.jpg",58.254,"2025-08-11T02:04:47.863854Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
327,"1","A chux pad in case things get a little messy","2025-08-11T02:05:02.147410Z",186,"/data/upload/1/586f51b3-frame_0006.jpg",26.825,"2025-08-11T02:05:39.715748Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
328,"1","A chux pad in case things get a little messy","2025-08-11T02:07:07.869195Z",187,"/data/upload/1/f00b68eb-frame_0007.jpg",66.603,"2025-08-11T02:07:07.869217Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
329,"1","Let me just keep things back","2025-08-11T02:08:04.206322Z",188,"/data/upload/1/2be8bd0d-frame_0008.jpg",18.802,"2025-08-11T02:08:04.206342Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
330,"1","Now let's pick the next supply","2025-08-11T02:10:05.052444Z",189,"/data/upload/1/ef894be0-frame_0009.jpg",119.747,"2025-08-11T02:10:05.052460Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
331,"1","an emesis basin again patients can vomit during administration and it can get messy ","2025-08-11T02:12:40.279698Z",190,"/data/upload/1/1d394b72-frame_0010.jpg",152.02,"2025-08-11T02:12:40.279711Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
332,"1","an emesis basin again patients can vomit during administration and it can get messy ","2025-08-11T02:12:53.915205Z",191,"/data/upload/1/5ca597a7-frame_0011.jpg",12.393,"2025-08-11T02:12:53.915227Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
333,"1","an emesis basin again patients can vomit during administration and it can get messy ","2025-08-11T02:14:34.639954Z",192,"/data/upload/1/bf9871ba-frame_0012.jpg",20.028,"2025-08-11T02:14:34.639970Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
334,"1","an emesis basin again patients can vomit during administration and it can get messy ","2025-08-11T02:14:39.558461Z",193,"/data/upload/1/3dcdc30b-frame_0013.jpg",9.834,"2025-08-11T02:14:39.558480Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
335,"1","an emesis basin again patients can vomit during administration and it can get messy ","2025-08-11T02:14:42.579025Z",194,"/data/upload/1/3b7eaac1-frame_0014.jpg",9.713,"2025-08-11T02:14:42.579048Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
469,"1","an emesis basin again patients can vomit during administration and it can get messy","2025-08-11T06:50:40.781235Z",195,"/data/upload/1/cbc923c7-frame_0015.jpg",9.495,"2025-08-11T06:50:40.781254Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
336,"1","we'll need sterile lubricant, tape","2025-08-11T05:56:47.645496Z",196,"/data/upload/1/9867fe64-frame_0016.jpg",40.48,"2025-08-11T05:59:39.639588Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
337,"1","we'll need sterile lubricant, tape","2025-08-11T05:57:09.285586Z",197,"/data/upload/1/74cc22d3-frame_0017.jpg",45.352000000000004,"2025-08-11T05:59:24.755190Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
338,"1","tape and scissors","2025-08-11T05:57:33.257510Z",198,"/data/upload/1/b6e97517-frame_0018.jpg",73.875,"2025-08-11T06:00:08.055447Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
339,"1","Tape and scissors","2025-08-11T05:57:52.489664Z",199,"/data/upload/1/37e865d4-frame_0019.jpg",46.453,"2025-08-11T06:00:19.853837Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
340,"1","A cup with a straw ","2025-08-11T06:00:38.736777Z",200,"/data/upload/1/5af7fe0b-frame_0020.jpg",188.214,"2025-08-11T06:03:42.276410Z","w To Insert A Nasogastric Tube 40.0s_to_183.0s"
341,"1","A cup with a straw","2025-08-11T06:04:05.477845Z",201,"/data/upload/1/c17ddf24-frame_0021.jpg",8.603,"2025-08-11T06:04:05.477862Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
342,"1","A cup with a straw","2025-08-11T06:04:08.795263Z",202,"/data/upload/1/95c7e179-frame_0022.jpg",4.994,"2025-08-11T06:04:08.795281Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
343,"1","all right now that we have all of our supplies","2025-08-11T06:04:55.078049Z",203,"/data/upload/1/1326c1d3-frame_0023.jpg",37.105000000000004,"2025-08-11T06:04:55.078066Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
344,"1","all right now that we have all of our supplies, ","2025-08-11T06:05:13.067849Z",204,"/data/upload/1/924d4fe3-frame_0024.jpg",9.757,"2025-08-11T06:05:13.067866Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
345,"1","we can perform hand hygiene. ","2025-08-11T06:05:28.998239Z",205,"/data/upload/1/bffe080e-frame_0025.jpg",14.86,"2025-08-11T06:05:28.998255Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
346,"1","we can perform hand hygiene. ","2025-08-11T06:15:43.698821Z",206,"/data/upload/1/69227a4b-frame_0026.jpg",17.02,"2025-08-11T06:15:43.698838Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
347,"1","we can perform hand hygiene. ","2025-08-11T06:15:46.728480Z",207,"/data/upload/1/f0e83a8d-frame_0027.jpg",9.713999999999999,"2025-08-11T06:15:46.728501Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
348,"1","We can perform hand hygiene. It's important to remember that NG tube insertion is a clean procedure. It's not a sterile procedure. ","2025-08-11T06:15:50.915940Z",208,"/data/upload/1/20a6b254-frame_0028.jpg",6.0920000000000005,"2025-08-11T06:15:50.915964Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
349,"1","We can perform hand hygiene. It's important to remember that NG tube insertion is a clean procedure. It's not a sterile procedure. ","2025-08-11T06:15:54.265606Z",209,"/data/upload/1/562f1b0c-frame_0029.jpg",24.012999999999998,"2025-08-11T06:15:54.265627Z","How To Insert A Nasogastric Tube 40.0s_to_183.0s"
